# x	y	u	v	flags	mask
9.5731e+00	8.9515e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
9.9461e+00	8.9515e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
1.0319e+01	8.9515e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
1.0692e+01	8.9515e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
1.1065e+01	8.9515e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
1.1438e+01	8.9515e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
1.1811e+01	8.9515e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
1.2184e+01	8.9515e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
1.2557e+01	8.9515e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
1.2930e+01	8.9515e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.3303e+01	8.9515e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.3676e+01	8.9515e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.4049e+01	8.9515e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.4422e+01	8.9515e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.4795e+01	8.9515e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.5168e+01	8.9515e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.5541e+01	8.9515e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.5914e+01	8.9515e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.6287e+01	8.9515e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.6660e+01	8.9515e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.7033e+01	8.9515e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.7406e+01	8.9515e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.7779e+01	8.9515e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.8152e+01	8.9515e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.8525e+01	8.9515e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.8898e+01	8.9515e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.9271e+01	8.9515e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.9644e+01	8.9515e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
2.4865e-01	8.5785e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
6.2163e-01	8.5785e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
9.9461e-01	8.5785e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
1.3676e+00	8.5785e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
1.7406e+00	8.5785e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
2.1136e+00	8.5785e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
2.4865e+00	8.5785e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
2.8595e+00	8.5785e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
3.2325e+00	8.5785e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
3.6055e+00	8.5785e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
3.9785e+00	8.5785e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
4.3514e+00	8.5785e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
4.7244e+00	8.5785e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
5.0974e+00	8.5785e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
5.4704e+00	8.5785e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
5.8433e+00	8.5785e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
6.2163e+00	8.5785e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
6.5893e+00	8.5785e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
6.9623e+00	8.5785e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
7.3353e+00	8.5785e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
7.7082e+00	8.5785e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
8.0812e+00	8.5785e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
8.4542e+00	8.5785e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
8.8272e+00	8.5785e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
9.2002e+00	8.5785e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
9.5731e+00	8.5785e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
9.9461e+00	8.5785e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.0319e+01	8.5785e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.0692e+01	8.5785e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.1065e+01	8.5785e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.1438e+01	8.5785e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.1811e+01	8.5785e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.2184e+01	8.5785e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.2557e+01	8.5785e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.2930e+01	8.5785e+00	-3.0972e+00	-7.4078e+00	1.0000e+00	0.0000e+00
1.3303e+01	8.5785e+00	-4.1381e+00	-7.4538e+00	1.0000e+00	0.0000e+00
1.3676e+01	8.5785e+00	-4.8817e+00	-7.4867e+00	1.0000e+00	0.0000e+00
1.4049e+01	8.5785e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.4422e+01	8.5785e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.4795e+01	8.5785e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.5168e+01	8.5785e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.5541e+01	8.5785e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.5914e+01	8.5785e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.6287e+01	8.5785e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.6660e+01	8.5785e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.7033e+01	8.5785e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.7406e+01	8.5785e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.7779e+01	8.5785e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.8152e+01	8.5785e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.8525e+01	8.5785e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.8898e+01	8.5785e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.9271e+01	8.5785e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.9644e+01	8.5785e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
2.4865e-01	8.2056e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
6.2163e-01	8.2056e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
9.9461e-01	8.2056e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
1.3676e+00	8.2056e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
1.7406e+00	8.2056e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
2.1136e+00	8.2056e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
2.4865e+00	8.2056e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
2.8595e+00	8.2056e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
3.2325e+00	8.2056e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
3.6055e+00	8.2056e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
3.9785e+00	8.2056e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
4.3514e+00	8.2056e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
4.7244e+00	8.2056e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
5.0974e+00	8.2056e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
5.4704e+00	8.2056e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
5.8433e+00	8.2056e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
6.2163e+00	8.2056e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
6.5893e+00	8.2056e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
6.9623e+00	8.2056e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
7.3353e+00	8.2056e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
7.7082e+00	8.2056e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
8.0812e+00	8.2056e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
8.4542e+00	8.2056e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
8.8272e+00	8.2056e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
9.2002e+00	8.2056e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
9.5731e+00	8.2056e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
9.9461e+00	8.2056e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.0319e+01	8.2056e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.0692e+01	8.2056e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.1065e+01	8.2056e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.1438e+01	8.2056e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.1811e+01	8.2056e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.2184e+01	8.2056e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.2557e+01	8.2056e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.2930e+01	8.2056e+00	-2.8370e+00	-7.3963e+00	1.0000e+00	0.0000e+00
1.3303e+01	8.2056e+00	-3.8779e+00	-7.4423e+00	1.0000e+00	0.0000e+00
1.3676e+01	8.2056e+00	-4.7296e+00	-7.4800e+00	1.0000e+00	0.0000e+00
1.4049e+01	8.2056e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.4422e+01	8.2056e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.4795e+01	8.2056e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.5168e+01	8.2056e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.5541e+01	8.2056e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.5914e+01	8.2056e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.6287e+01	8.2056e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.6660e+01	8.2056e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.7033e+01	8.2056e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.7406e+01	8.2056e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.7779e+01	8.2056e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.8152e+01	8.2056e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.8525e+01	8.2056e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.8898e+01	8.2056e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.9271e+01	8.2056e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
1.9644e+01	8.2056e+00	-5.4393e+00	-7.5114e+00	1.0000e+00	0.0000e+00
2.4865e-01	7.8326e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
6.2163e-01	7.8326e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
9.9461e-01	7.8326e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
1.3676e+00	7.8326e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
1.7406e+00	7.8326e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
2.1136e+00	7.8326e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
2.4865e+00	7.8326e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
2.8595e+00	7.8326e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
3.2325e+00	7.8326e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
3.6055e+00	7.8326e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
3.9785e+00	7.8326e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
4.3514e+00	7.8326e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
4.7244e+00	7.8326e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
5.0974e+00	7.8326e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
5.4704e+00	7.8326e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
5.8433e+00	7.8326e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
6.2163e+00	7.8326e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
6.5893e+00	7.8326e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
6.9623e+00	7.8326e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
7.3353e+00	7.8326e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
7.7082e+00	7.8326e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
8.0812e+00	7.8326e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
8.4542e+00	7.8326e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
8.8272e+00	7.8326e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
9.2002e+00	7.8326e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
9.5731e+00	7.8326e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
9.9461e+00	7.8326e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.0319e+01	7.8326e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.0692e+01	7.8326e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.1065e+01	7.8326e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.1438e+01	7.8326e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.1811e+01	7.8326e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.2184e+01	7.8326e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.2557e+01	7.8326e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.2930e+01	7.8326e+00	-2.7369e+00	-7.3919e+00	1.0000e+00	0.0000e+00
1.3303e+01	7.8326e+00	-3.7420e+00	-7.4037e+00	1.0000e+00	0.0000e+00
1.3676e+01	7.8326e+00	-4.6054e+00	-7.4035e+00	1.0000e+00	0.0000e+00
1.4049e+01	7.8326e+00	-5.3681e+00	-7.4131e+00	1.0000e+00	0.0000e+00
1.4422e+01	7.8326e+00	-5.3618e+00	-7.4044e+00	1.0000e+00	0.0000e+00
1.4795e+01	7.8326e+00	-5.3557e+00	-7.3960e+00	1.0000e+00	0.0000e+00
1.5168e+01	7.8326e+00	-5.3502e+00	-7.3885e+00	1.0000e+00	0.0000e+00
1.5541e+01	7.8326e+00	-5.3229e+00	-7.3507e+00	1.0000e+00	0.0000e+00
1.5914e+01	7.8326e+00	-5.3072e+00	-7.3290e+00	1.0000e+00	0.0000e+00
1.6287e+01	7.8326e+00	-5.2947e+00	-7.3118e+00	1.0000e+00	0.0000e+00
1.6660e+01	7.8326e+00	-5.2694e+00	-7.2768e+00	1.0000e+00	0.0000e+00
1.7033e+01	7.8326e+00	-5.2406e+00	-7.2371e+00	1.0000e+00	0.0000e+00
1.7406e+01	7.8326e+00	-5.1983e+00	-7.1787e+00	1.0000e+00	0.0000e+00
1.7779e+01	7.8326e+00	-4.9702e+00	-6.8638e+00	1.0000e+00	0.0000e+00
1.8152e+01	7.8326e+00	-4.9173e+00	-6.7907e+00	1.0000e+00	0.0000e+00
1.8525e+01	7.8326e+00	-4.8404e+00	-6.6846e+00	1.0000e+00	0.0000e+00
1.8898e+01	7.8326e+00	-4.7180e+00	-6.5156e+00	1.0000e+00	0.0000e+00
1.9271e+01	7.8326e+00	-4.5143e+00	-6.2344e+00	1.0000e+00	0.0000e+00
1.9644e+01	7.8326e+00	-4.0173e+00	-5.5484e+00	1.0000e+00	0.0000e+00
2.4865e-01	7.4596e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
6.2163e-01	7.4596e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
9.9461e-01	7.4596e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
1.3676e+00	7.4596e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
1.7406e+00	7.4596e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
2.1136e+00	7.4596e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
2.4865e+00	7.4596e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
2.8595e+00	7.4596e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
3.2325e+00	7.4596e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
3.6055e+00	7.4596e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
3.9785e+00	7.4596e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
4.3514e+00	7.4596e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
4.7244e+00	7.4596e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
5.0974e+00	7.4596e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
5.4704e+00	7.4596e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
5.8433e+00	7.4596e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
6.2163e+00	7.4596e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
6.5893e+00	7.4596e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
6.9623e+00	7.4596e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
7.3353e+00	7.4596e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
7.7082e+00	7.4596e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
8.0812e+00	7.4596e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
8.4542e+00	7.4596e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
8.8272e+00	7.4596e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
9.2002e+00	7.4596e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
9.5731e+00	7.4596e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
9.9461e+00	7.4596e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.0319e+01	7.4596e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.0692e+01	7.4596e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.1065e+01	7.4596e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.1438e+01	7.4596e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.1811e+01	7.4596e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.2184e+01	7.4596e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.2557e+01	7.4596e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.2930e+01	7.4596e+00	-2.6839e+00	-7.3895e+00	1.0000e+00	0.0000e+00
1.3303e+01	7.4596e+00	-3.6551e+00	-7.3665e+00	1.0000e+00	0.0000e+00
1.3676e+01	7.4596e+00	-4.5084e+00	-7.3244e+00	1.0000e+00	0.0000e+00
1.4049e+01	7.4596e+00	-5.2843e+00	-7.2975e+00	1.0000e+00	0.0000e+00
1.4422e+01	7.4596e+00	-5.2683e+00	-7.2753e+00	1.0000e+00	0.0000e+00
1.4795e+01	7.4596e+00	-5.2542e+00	-7.2560e+00	1.0000e+00	0.0000e+00
1.5168e+01	7.4596e+00	-5.2422e+00	-7.2393e+00	1.0000e+00	0.0000e+00
1.5541e+01	7.4596e+00	-5.1837e+00	-7.1585e+00	1.0000e+00	0.0000e+00
1.5914e+01	7.4596e+00	-5.1491e+00	-7.1108e+00	1.0000e+00	0.0000e+00
1.6287e+01	7.4596e+00	-5.1209e+00	-7.0719e+00	1.0000e+00	0.0000e+00
1.6660e+01	7.4596e+00	-5.0742e+00	-7.0074e+00	1.0000e+00	0.0000e+00
1.7033e+01	7.4596e+00	-5.0210e+00	-6.9340e+00	1.0000e+00	0.0000e+00
1.7406e+01	7.4596e+00	-4.9436e+00	-6.8271e+00	1.0000e+00	0.0000e+00
1.7779e+01	7.4596e+00	-4.5975e+00	-6.3493e+00	1.0000e+00	0.0000e+00
1.8152e+01	7.4596e+00	-4.5174e+00	-6.2387e+00	1.0000e+00	0.0000e+00
1.8525e+01	7.4596e+00	-4.4032e+00	-6.0811e+00	1.0000e+00	0.0000e+00
1.8898e+01	7.4596e+00	-4.2263e+00	-5.8368e+00	1.0000e+00	0.0000e+00
1.9271e+01	7.4596e+00	-3.9425e+00	-5.4451e+00	1.0000e+00	0.0000e+00
1.9644e+01	7.4596e+00	-3.3074e+00	-4.5684e+00	1.0000e+00	0.0000e+00
2.4865e-01	7.0866e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
6.2163e-01	7.0866e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
9.9461e-01	7.0866e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
1.3676e+00	7.0866e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
1.7406e+00	7.0866e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
2.1136e+00	7.0866e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
2.4865e+00	7.0866e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
2.8595e+00	7.0866e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
3.2325e+00	7.0866e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
3.6055e+00	7.0866e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
3.9785e+00	7.0866e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
4.3514e+00	7.0866e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
4.7244e+00	7.0866e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
5.0974e+00	7.0866e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
5.4704e+00	7.0866e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
5.8433e+00	7.0866e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
6.2163e+00	7.0866e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
6.5893e+00	7.0866e+00	0.0000e+00	0.0000e+00	1.0000e+00	0.0000e+00
6.9623e+00	7.0866e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
7.3353e+00	7.0866e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
7.7082e+00	7.0866e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
8.0812e+00	7.0866e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
8.4542e+00	7.0866e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
8.8272e+00	7.0866e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
9.2002e+00	7.0866e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
9.5731e+00	7.0866e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
9.9461e+00	7.0866e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.0319e+01	7.0866e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.0692e+01	7.0866e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.1065e+01	7.0866e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.1438e+01	7.0866e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.1811e+01	7.0866e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.2184e+01	7.0866e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.2557e+01	7.0866e+00	-1.5359e+00	-7.3387e+00	1.0000e+00	0.0000e+00
1.2930e+01	7.0866e+00	-2.6511e+00	-7.3881e+00	1.0000e+00	0.0000e+00
1.3303e+01	7.0866e+00	-3.5935e+00	-7.3342e+00	1.0000e+00	0.0000e+00
1.3676e+01	7.0866e+00	-4.4312e+00	-7.2536e+00	1.0000e+00	0.0000e+00
1.4049e+01	7.0866e+00	-5.2057e+00	-7.1889e+00	1.0000e+00	0.0000e+00
1.4422e+01	7.0866e+00	-5.1798e+00	-7.1532e+00	1.0000e+00	0.0000e+00
1.4795e+01	7.0866e+00	-5.1581e+00	-7.1232e+00	1.0000e+00	0.0000e+00
1.5168e+01	7.0866e+00	-5.1398e+00	-7.0980e+00	1.0000e+00	0.0000e+00
1.5541e+01	7.0866e+00	-5.0527e+00	-6.9776e+00	1.0000e+00	0.0000e+00
1.5914e+01	7.0866e+00	-5.0007e+00	-6.9059e+00	1.0000e+00	0.0000e+00
