frame_number,x,y
0,0,0
1,289.53711201079625,254.13360323886639
2,333.74265734265737,236.17202797202796
3,0,0
4,0,0
5,317.2636815920398,173.19900497512438
6,0,0
7,357.4573002754821,219.28650137741047
8,0,0
9,28.541666666666668,85.5
10,0,0
11,281.55882352941177,134.88235294117646
12,0,0
13,142.0,23.0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0.0,9.5
24,0,0
25,349.57582417582415,661.8351648351648
26,0,0
27,357.72727272727275,121.81818181818181
28,0,0
29,0,0
30,0,0
31,286.2037037037037,3799.2074074074076
32,285.9342105263158,3780.6353383458645
33,284.0546075085324,3735.8293515358364
34,281.6975945017182,3669.0549828178696
35,282.53500897666066,3636.4901256732496
36,281.18070175438595,3583.366666666667
37,280.13754646840147,3531.3698884758364
38,280.05283018867925,3484.5150943396225
39,279.77919708029196,3440.662408759124
40,278.4924812030075,3387.308270676692
41,277.8471698113208,3337.4603773584904
42,276.08221797323137,3284.8833652007647
43,275.2083333333333,3239.0679824561403
44,275.196261682243,3191.957943925234
45,275.26190476190476,3147.5974025974024
46,274.5685840707965,3100.9646017699115
47,268.30477528089887,1932.5266853932585
48,253.6674629718108,918.6301958910655
49,272.40452261306535,2956.881909547739
50,271.8112745098039,2907.473039215686
51,271.28117359413204,2861.273838630807
52,269.77777777777777,2804.524154589372
53,265.12391304347824,2693.3282608695654
54,275.64332399626517,1367.0915032679738
55,252.9503745318352,1386.0955056179776
56,269.92269736842104,2313.8996710526317
57,266.4577861163227,2568.1988742964354
58,265.48722627737226,2521.9288321167883
59,264.3508137432188,2474.25678119349
60,261.7815884476534,2414.879061371841
61,262.29787234042556,2379.851063829787
62,261.11690647482015,2332.589928057554
63,260.3743119266055,2281.7376146788993
64,259.1541218637993,2238.1505376344085
65,258.1267605633803,2192.5369718309857
66,257.24956063268894,2141.3145869947275
67,256.10215053763443,2099.299283154122
68,255.1286231884058,2051.5652173913045
69,254.28839590443687,2005.1313993174062
70,243.7996894409938,1869.3835403726707
71,252.17524115755626,1912.524115755627
72,241.00287769784174,1778.3280575539568
73,225.91442542787286,1621.4816625916872
74,217.3235294117647,1522.423076923077
75,196.9816112084063,1323.4711033274957
76,207.46928499496477,1398.8942598187311
77,197.85034965034964,1183.5783216783216
78,205.0,1176.855614973262
79,194.9870359457867,1044.497348261638
80,227.48671875,1170.07265625
81,210.8938679245283,1106.1485849056603
82,218.75415896487985,1001.9248305606901
83,246.1679920477137,1183.814115308151
84,226.719341563786,1034.5456790123458
85,219.090395480226,1048.3935969868173
86,239.7153762268266,1120.4394765539803
87,244.41182170542635,1037.7916666666667
88,232.59299516908212,1066.0495169082126
