crop_size(y_min  y_max  x_min x_max),250,3839,900,1600
frame_number,x,y
0,0,0
1,1627.8333333333333,1505.3333333333333
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,1665.5,1827.0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,1688.3320158102767,1652.1383399209485
50,1733.487087517934,1667.8371592539454
51,1737.9154426359667,1622.0944819372767
52,1756.1270704573549,1596.3312731767614
53,1771.857181425486,1573.0807235421166
54,1773.7346050870146,1562.6606425702812
55,1773.7107286708165,1567.1160746979128
56,1792.4123076923076,1555.1276923076923
57,1807.1014492753623,1592.3007246376812
58,1870.7423040304666,3708.580450650587
59,1603.6666666666667,3837.8888888888887
60,1635.0588235294117,1482.2941176470588
61,0,0
62,0,0
63,1698.5295275590552,1807.3582677165355
64,1706.9692058346839,1808.8557536466774
65,1703.1521942110178,1790.4313725490197
66,1702.2779043280182,1810.2551252847381
67,1707.339207048458,1811.784140969163
68,1702.8544600938967,1814.1643192488264
69,1704.5334987593053,1807.074441687345
70,1690.6214689265537,1817.2994350282486
71,1733.0,1815.7619047619048
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,0
100,0,0
101,0,0
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,0
110,0,0
111,1956.0,3838.0
112,1655.171052631579,1897.6315789473683
113,0,0
114,1663.735294117647,1769.75
115,1712.7400468384076,1799.2927400468384
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
121,0,0
122,0,0
123,0,0
124,1705.7142857142858,1823.142857142857
125,0,0
126,0,0
127,0,0
128,0,0
129,0,0
130,0,0
131,0,0
132,0,0
133,0,0
134,0,0
135,0,0
136,0,0
137,0,0
138,0,0
139,0,0
140,0,0
141,0,0
142,0,0
143,0,0
144,0,0
145,0,0
146,0,0
147,0,0
148,0,0
149,0,0
150,0,0
151,0,0
152,0,0
153,0,0
154,0,0
155,0,0
156,0,0
157,0,0
158,0,0
159,0,0
160,0,0
161,0,0
162,0,0
163,0,0
164,0,0
165,0,0
166,0,0
167,0,0
168,0,0
169,0,0
170,0,0
171,0,0
172,0,0
173,0,0
174,0,0
175,0,0
176,0,0
177,1918.4062479050747,3575.949386605886
178,0,0
179,0,0
180,0,0
181,0,0
182,0,0
183,0,0
184,0,0
185,0,0
186,0,0
187,0,0
188,0,0
189,1640.516129032258,1656.8064516129032
190,1709.5877192982457,1595.4912280701753
191,1761.5747982619491,1741.219739292365
192,1709.5306451612903,1637.216129032258
193,1778.4925373134329,1500.9253731343283
194,1720.8719723183392,1723.9602076124568
195,1784.6844181459567,1789.7100591715975
196,1796.230303030303,1361.448484848485
197,1810.8488745980708,1419.83922829582
198,1810.5333333333333,1413.147619047619
199,1805.8382352941176,1482.0955882352941
200,1798.885771543086,1538.9498997995993
201,1782.5096286107291,2003.2757909215957
202,1727.064346684176,1928.8962573867368
203,1818.9515550239234,1527.9976076555024
204,1839.6194513715711,1661.1770573566084
205,1784.0545702592087,1717.1971350613915
206,1816.5938335046249,1810.503802672148
207,1869.2511627906977,1495.7627906976745
208,1877.4663366336633,1539.4739273927394
209,1818.1698649609098,1744.8365316275765
210,1854.5974476579768,1677.5518904916942
211,1871.6396510122881,2075.375113852447
212,1838.1699113939849,2106.443154873331
213,1875.97765134274,1649.029130632681
214,1820.9410056374923,1980.7640225499688
215,1891.270080980521,1908.0989275552638
216,1875.3810650887574,1614.311439842209
217,1911.8838898237534,1758.991763351342
218,1913.110355987055,1561.4161812297734
219,1918.0558365565803,1703.9248239611227
220,1937.015982564475,1541.9556847075917
221,1911.2911312073616,1663.2400444232906
222,1956.1025296017224,1568.0425188374597
223,1970.7098250336473,1561.906864064603
224,1963.5770592400283,1574.436865706868
225,1963.2871432774346,1557.4604295380993
226,1997.9862043251305,1546.741610738255
227,1962.2591463414633,1646.8024099883855
228,1970.3548617731171,1590.6112964728313
229,1980.5186422792824,1569.8800562785789
230,1949.2278481012659,1745.1604736627194
231,1974.7781402936378,1648.563621533442
232,2043.8032549728753,1570.133815551537
233,1981.3146166435856,1661.219186705275
234,2071.397131552918,1567.9263105835805
235,1994.1470397719913,1661.6340199507708
236,2036.7317073170732,1564.240108401084
237,1759.7332891026704,1849.8379499087744
238,1705.6854560507795,2228.6784876500624
