crop_size(y_min  y_max  x_min x_max),250,3839,700,1600
frame_number,x,y
0,0,0
1,2132.9310344827586,503.6896551724138
2,2146.768732654949,878.0957446808511
3,2169.301724137931,1016.7571839080459
4,2161.707096774194,1015.1483870967742
5,2147.759234828496,913.3614775725594
6,2147.013291634089,879.4245504300235
7,2234.0,1720.5
8,0,0
9,2040.5548667079975,960.4719156850589
10,0,0
11,1949.0,3523.25
12,0,0
13,0,0
14,1700.7894736842104,299.36842105263156
15,0,0
16,0,0
17,0,0
18,2467.5,701.5
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,1951.0,3536.0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,2470.6,694.8
75,0,0
76,0,0
77,0,0
78,2472.0,692.0
79,0,0
80,0,0
81,0,0
82,0,0
83,1952.5,3547.0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,2069.5925925925926,720.2037037037037
91,0,0
92,0,0
93,0,0
94,1986.0,3837.5
95,1988.2,3837.4
96,1987.7142857142858,3837.5714285714284
97,1988.0,3838.0
98,1768.857142857143,606.3571428571429
99,2042.0833333333333,964.5833333333334
100,0,0
101,1953.3333333333333,3558.6666666666665
102,2473.5,683.0
103,1954.0,3561.0
104,0,0
105,0,0
106,0,0
107,0,0
108,0,0
109,0,0
110,0,0
111,0,0
112,0,0
113,0,0
114,0,0
115,0,0
116,0,0
117,0,0
118,0,0
119,0,0
120,0,0
121,0,0
122,0,0
123,0,0
124,0,0
125,0,0
126,2130.194482758621,833.3558620689655
127,0,0
128,0,0
129,0,0
130,0,0
131,0,0
132,0,0
133,0,0
134,0,0
135,0,0
136,0,0
137,0,0
138,0,0
139,0,0
140,0,0
141,1978.28,619.4
142,1749.5,352.5
143,1785.2615384615385,317.75384615384615
144,2474.285714285714,679.2857142857142
145,0,0
146,0,0
147,0,0
148,1889.5811965811965,939.0
149,1981.0747663551401,751.7694704049844
150,0,0
151,0,0
152,1755.9814814814815,330.51851851851853
153,1942.5024390243902,545.6975609756098
154,0,0
155,0,0
156,0,0
157,0,0
158,0,0
159,0,0
160,1883.0,3377.5
161,1884.75,3343.25
162,1887.4,3306.7
163,1888.4782608695652,3287.0
164,1891.3142857142857,3247.2285714285713
165,1874.6159420289855,3759.8019323671497
166,1875.1690997566911,3758.6301703163017
167,1878.4775413711584,3686.529550827423
168,1881.1163055872291,3629.6385404789053
